Ingredient,Function,Group
apocynum venetum leaf/stem extract,skin conditioning,Hydration and Moisturization
hibiscus cannabinus extract,skin conditioning,Hydration and Moisturization
saccharomyces/angelica dahurica root ferment extract,skin conditioning,Hydration and Moisturization
enteromorpha compressa powder,skin conditioning,Hydration and Moisturization
vibrio alginolyticus ferment filtrate,skin conditioning,Hydration and Moisturization
sodium ascorbyl/cholesteryl phosphate,skin conditioning,Hydration and Moisturization
sodium beeswax,skin conditioning,Hydration and Moisturization
saccharomyces/calcium/germanium ferment lysate extract,skin conditioning,Hydration and Moisturization
gallstone,skin conditioning,Hydration and Moisturization
carnegiea gigantea flower extract,skin conditioning,Hydration and Moisturization
acacia dealbata flower extract,skin conditioning,Hydration and Moisturization
behenyl behenate,skin conditioning,Hydration and Moisturization
cetyl ricinoleate benzoate,skin conditioning,Hydration and Moisturization
cetylarachidol,skin conditioning,Hydration and Moisturization
leonurus cardiaca extract,skin conditioning,Hydration and Moisturization
apium graveolens extract,skin conditioning,Hydration and Moisturization
babassu seed oil ethyl esters,skin conditioning,Hydration and Moisturization
macadamia seed oil polyglyceryl-6 esters behenate,skin conditioning,Hydration and Moisturization
oligopeptide-67,skin conditioning,Hydration and Moisturization
capryloyl quinoa amino acids,skin conditioning,Hydration and Moisturization
hydrogenated palm glycerides citrate,skin conditioning,Hydration and Moisturization
oxidized corn oil,skin conditioning,Hydration and Moisturization
triisononanoin,skin conditioning,Hydration and Moisturization
glyceryl dibehenate/hydrogenated rosinate,skin conditioning,Hydration and Moisturization
gossypium herbaceum seed oil,skin conditioning,Hydration and Moisturization
hydrogenated castor oil cetyl esters,skin conditioning,Hydration and Moisturization
ocimum tenuiflorum oil,skin conditioning,Hydration and Moisturization
salvia officinalis leaf extract,skin conditioning,Hydration and Moisturization
sodium capryloyl hydrolyzed wheat protein,skin conditioning,Hydration and Moisturization
zea mays germ extract,skin conditioning,Hydration and Moisturization
vaccinium myrtillus fruit water,skin conditioning,Hydration and Moisturization
betula costata sap,skin conditioning,Hydration and Moisturization
camellia sinensis seed extract,skin conditioning,Hydration and Moisturization
10-hydroxydecanoic acid,skin conditioning,Hydration and Moisturization
bitter cherry seed oil peg-8 esters,skin conditioning,Hydration and Moisturization
cymbopogon citratus leaf powder,skin conditioning,Hydration and Moisturization
alysicarpus vaginalis extract,skin conditioning,Hydration and Moisturization
allium sativum bulb oil,skin conditioning,Hydration and Moisturization
myristyl nicotinate,skin conditioning,Hydration and Moisturization
cupric chloride,skin conditioning,Hydration and Moisturization
levulinic acid,skin conditioning,Hydration and Moisturization
lactobacillus/eleuthero root extract ferment filtrate,skin conditioning,Hydration and Moisturization
acyl coenzyme a desaturase,skin conditioning,Hydration and Moisturization
vitis vinifera skin powder,skin conditioning,Hydration and Moisturization
pentapeptide-5,skin conditioning,Hydration and Moisturization
pentapeptide-6,skin conditioning,Hydration and Moisturization
paullinia cupana fruit extract,skin conditioning,Hydration and Moisturization
ppg-19-buteth-19,skin conditioning,Hydration and Moisturization
tribulus terrestris extract,skin conditioning,Hydration and Moisturization
tulipa kaufmanniana bulb extract,skin conditioning,Hydration and Moisturization
thelypteris interrupta leaf extract,skin conditioning,Hydration and Moisturization
theobroma grandiflorum fruit extract,skin conditioning,Hydration and Moisturization
thiamine diphosphate,skin conditioning,Hydration and Moisturization
vaccinium corymbosum fruit extract,skin conditioning,Hydration and Moisturization
disodium bis-dioleoyl glycerophosphoglycerin,skin conditioning,Hydration and Moisturization
pentapeptide-12,skin conditioning,Hydration and Moisturization
pyrus pyrifolia peel extract,skin conditioning,Hydration and Moisturization
tropaeolum majus flower/leaf extract,skin conditioning,Hydration and Moisturization
tricaprylin,skin conditioning,Hydration and Moisturization
pichia pastoris/soybean seed ferment lysate extract filtrate,skin conditioning,Hydration and Moisturization
methoxy peg-200 betulin,skin conditioning,Hydration and Moisturization
steardimonium ethyl cetyl phosphate,skin conditioning,Hydration and Moisturization
pichia/osajin ferment extract,skin conditioning,Hydration and Moisturization
manilkara multinervis leaf extract,skin conditioning,Hydration and Moisturization
spiraeoside,skin conditioning,Hydration and Moisturization
geranium cantabrigiense flower/leaf extract,skin conditioning,Hydration and Moisturization
cyclohexasiloxane,skin conditioning,Hydration and Moisturization
citrus aurantium dulcis flower oil,skin conditioning,Hydration and Moisturization
diethylene glycol diethylhexanoate/diisononanoate,skin conditioning,Hydration and Moisturization
disodium isostearamido mea-sulfosuccinate,skin conditioning,Hydration and Moisturization
eucalyptus globulus leaf extract,skin conditioning,Hydration and Moisturization
eucalyptus globulus leaf oil,skin conditioning,Hydration and Moisturization
allantoin biotin,skin conditioning,Hydration and Moisturization
c18-20 glycol isostearate,skin conditioning,Hydration and Moisturization
dibutyl adipate,skin conditioning,Hydration and Moisturization
digenea simplex extract,skin conditioning,Hydration and Moisturization
cocculus sarmentosus branch/leaf extract,skin conditioning,Hydration and Moisturization
dryopteris crassirhizoma extract,skin conditioning,Hydration and Moisturization
polystichum polyblepharum extract,skin conditioning,Hydration and Moisturization
machilus thunbergii bark extract,skin conditioning,Hydration and Moisturization
hexapeptide-18,skin conditioning,Hydration and Moisturization
echinacea purpurea leaf/stem/meristem cell culture extract,skin conditioning,Hydration and Moisturization
lactobacillus/nereocystis leutkeana ferment filtrate,skin conditioning,Hydration and Moisturization
palmitoyl dipeptide-5 diaminohydroxybutyrate,skin conditioning,Hydration and Moisturization
zanthoxylum schinifolium leaf extract,skin conditioning,Hydration and Moisturization
lauryl theobroma grandiflorum seedate,skin conditioning,Hydration and Moisturization
cedrus libani bud extract,skin conditioning,Hydration and Moisturization
acetyl tripeptide-30 citrulline,skin conditioning,Hydration and Moisturization
rhododendron weyrichii extract,skin conditioning,Hydration and Moisturization
polyester-15,skin conditioning,Hydration and Moisturization
epilobium angustifolium leaf extract,skin conditioning,Hydration and Moisturization
asparagus lucidus extract,skin conditioning,Hydration and Moisturization
leonurus sibiricus leaf extract,skin conditioning,Hydration and Moisturization
linum alpinum flower/leaf/stem extract,skin conditioning,Hydration and Moisturization
desmodium oldhamii extract,skin conditioning,Hydration and Moisturization
damnacanthus major branch/leaf extract,skin conditioning,Hydration and Moisturization
dendropanax morbiferus leaf extract,skin conditioning,Hydration and Moisturization
polypodium vulgare root extract,skin conditioning,Hydration and Moisturization
oligopeptide-31,skin conditioning,Hydration and Moisturization
cocoyl hydrolyzed wool,skin conditioning,Hydration and Moisturization
cymbidium erythraeum flower extract,skin conditioning,Hydration and Moisturization
histidine hcl,skin conditioning,Hydration and Moisturization
watermelon seed oil polyglyceryl-10 esters,skin conditioning,Hydration and Moisturization
fragaria chiloensis seed oil,skin conditioning,Hydration and Moisturization
artemisia princeps leaf/equisetum arvense/houttuynia cordata extract,skin conditioning,Hydration and Moisturization
saccharomyces/vaccinium vitis-idaea fruit ferment extract,skin conditioning,Hydration and Moisturization
germinated carthamus tinctorius seed/plantago asiatica seed/nelumbo nucifera seed/psoralea corylifolia seed/allium tuberosum seed/brassica campestris seed/zizyphus jujuba fruit/astragalus membranaceus root/platycodon grandiflorum root/polygonum multiflorum/angelica gigas/velvet/poria cocos/lycium chinense fruit/panax ginseng root/eucommia ulmoides bark/tribulus terrestris fruit/polygala tenuifolia root/dendrobium nobile/achyranthes japonica/epimedium koreanum/rehmannia glutinosa root/cornus officinalis fruit/rubus coreanus fruit/morinda citrifolia/alpinia oxyphylla seed extract,skin conditioning,Hydration and Moisturization
acetamide mea,skin conditioning,Hydration and Moisturization
centella asiatica extract,skin conditioning,Hydration and Moisturization
trichodesma zeylanicum oil,skin conditioning,Hydration and Moisturization
thiomorpholinone,skin conditioning,Hydration and Moisturization
cimicifuga dahurica root/forsythia virdissima fruit/glycyrrhiza glabra root/paeonia lactiflora root/platycodon grandiflorum root/pueraria lobata root extract,skin conditioning,Hydration and Moisturization
alchemilla vulgaris extract,skin conditioning,Hydration and Moisturization
manganese pyridoxal 5-phosphate,skin conditioning,Hydration and Moisturization
hylocereus costaricensis fruit extract,skin conditioning,Hydration and Moisturization
tithonia diversifolia flower extract,skin conditioning,Hydration and Moisturization
tithonia diversifolia flower/leaf/stem extract,skin conditioning,Hydration and Moisturization
triticum aestivum flour lipids,skin conditioning,Hydration and Moisturization
eruca sativa seed extract,skin conditioning,Hydration and Moisturization
zingiber officinale extract,skin conditioning,Hydration and Moisturization
perilla frutescens extract,skin conditioning,Hydration and Moisturization
pyrus cydonia fruit extract,skin conditioning,Hydration and Moisturization
hymenaea courbaril sap extract,skin conditioning,Hydration and Moisturization
oak root extract,skin conditioning,Hydration and Moisturization
ganoderma japonicum mycelium ferment extract filtrate,skin conditioning,Hydration and Moisturization
piperazine bisferulate,skin conditioning,Hydration and Moisturization
hydroxypropyl trimonium corn/wheat/soy amino acids,skin conditioning,Hydration and Moisturization
2-methyl 5-cyclohexylpentanol,skin conditioning,Hydration and Moisturization
artemisia capillaris leaf extract,skin conditioning,Hydration and Moisturization
calf blood extract,skin conditioning,Hydration and Moisturization
angelica keiskei leaf/stem extract,skin conditioning,Hydration and Moisturization
anthemis nobilis flower powder,skin conditioning,Hydration and Moisturization
poria cocos extract,skin conditioning,Hydration and Moisturization
diospyros ebenum bark extract,skin conditioning,Hydration and Moisturization
diospyros kaki fruit extract,skin conditioning,Hydration and Moisturization
carica papaya fruit extract,skin conditioning,Hydration and Moisturization
tea-laneth-5 sulfate,skin conditioning,Hydration and Moisturization
ppg-4 butyl ether,skin conditioning,Hydration and Moisturization
disodium cocamido mea-sulfosuccinate,skin conditioning,Hydration and Moisturization
cucurbita pepo powder,skin conditioning,Hydration and Moisturization
hydroxypropyltrimonium hydrolyzed wheat protein,skin conditioning,Hydration and Moisturization
